taxlevel,taxid,taxa,W134-25PVC-3-17_kraken2_bracken_genuses.report,W133-25PVC-2-17_kraken2_bracken_genuses.report,W132-25PVC-1-17_kraken2_bracken_genuses.report,W131-25PET-3-17_kraken2_bracken_genuses.report,W130-25PET-2-17_kraken2_bracken_genuses.report,W129-25PET-1-17_kraken2_bracken_genuses.report,W128-25PE0.6-3-17_kraken2_bracken_genuses.report,W127-25PE0.6-2-17_kraken2_bracken_genuses.report,W126-25PE0.6-1-17_kraken2_bracken_genuses.report,W125-25S-3-17_kraken2_bracken_genuses.report,W124-25S-2-17_kraken2_bracken_genuses.report,W123-25S-1-17_kraken2_bracken_genuses.report,Q66-25S-3-0_kraken2_bracken_genuses.report,Q65-25S-2-0_kraken2_bracken_genuses.report,Q64-25S-1-0_kraken2_bracken_genuses.report,Q63-25PVC-3-11_kraken2_bracken_genuses.report,Q62-25PVC-2-11_kraken2_bracken_genuses.report,Q61-25PVC-1-11_kraken2_bracken_genuses.report,Q60-25PET-3-11_kraken2_bracken_genuses.report,Q59-25PET-2-11_kraken2_bracken_genuses.report,Q58-25PET-1-11_kraken2_bracken_genuses.report,Q57-25PE0.6-3-11_kraken2_bracken_genuses.report,Q56-25PE0.6-2-11_kraken2_bracken_genuses.report,Q55-25PE0.6-1-11_kraken2_bracken_genuses.report,Q54-25S-3-11_kraken2_bracken_genuses.report,Q53-25S-2-11_kraken2_bracken_genuses.report,Q52-25S-1-11_kraken2_bracken_genuses.report,Q51-25PVC-3-3_kraken2_bracken_genuses.report,Q50-25PVC-2-3_kraken2_bracken_genuses.report,Q49-25PVC-1-3_kraken2_bracken_genuses.report,Q48-25PET-3-3_kraken2_bracken_genuses.report,Q47-25PET-2-3_kraken2_bracken_genuses.report,Q46-25PET-1-3_kraken2_bracken_genuses.report,Q45-25PE0.6-3-3_kraken2_bracken_genuses.report,Q44-25PE0.6-2-3_kraken2_bracken_genuses.report,Q43-25PE0.6-1-3_kraken2_bracken_genuses.report,Q42-25S-3-3_kraken2_bracken_genuses.report,Q41-25S-2-3_kraken2_bracken_genuses.report,Q40-25S-1-3_kraken2_bracken_genuses.report,Q34-25PE0.1-2-11_kraken2_bracken_genuses.report,Q33-25PE0.1-1-11_kraken2_bracken_genuses.report,Q32-25PE0.1-2-3_kraken2_bracken_genuses.report,Q31-25PE0.1-1-3_kraken2_bracken_genuses.report
F,1937961,                  Haliscomenobacteraceae,194.0,162.0,163.0,283.0,290.0,302.0,306.0,282.0,344.0,426.0,340.0,432.0,206.0,220.0,172.0,83.0,73.0,98.0,301.0,335.0,328.0,351.0,307.0,338.0,299.0,349.0,324.0,34.0,50.0,65.0,214.0,226.0,244.0,268.0,248.0,210.0,213.0,205.0,249.0,345.0,302.0,225.0,200.0
F,1937968,                  Bernardetiaceae,4.0,11.0,13.0,10.0,32.0,23.0,11.0,11.0,39.0,28.0,6.0,15.0,,,,,7.0,7.0,7.0,27.0,34.0,11.0,5.0,14.0,8.0,17.0,2.0,,,2.0,3.0,2.0,3.0,,4.0,3.0,,,,14.0,25.0,5.0,
G,1937972,                    Bernardetia,4.0,11.0,13.0,10.0,32.0,23.0,11.0,11.0,39.0,28.0,6.0,15.0,,,,,7.0,7.0,7.0,27.0,34.0,11.0,5.0,14.0,8.0,17.0,2.0,,,2.0,3.0,2.0,3.0,,4.0,3.0,,,,14.0,25.0,5.0,
G,1938335,                Sulfuritortus,447.0,925.0,1173.0,1024.0,1006.0,1361.0,1409.0,1711.0,962.0,1141.0,1657.0,1312.0,2839.0,2334.0,2112.0,254.0,69.0,162.0,598.0,754.0,395.0,541.0,611.0,389.0,615.0,1052.0,570.0,837.0,468.0,755.0,983.0,753.0,786.0,877.0,994.0,364.0,990.0,1261.0,1588.0,441.0,1211.0,360.0,1664.0
G,1940138,                    Candidatus Walczuchella,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,1940143,                Dankookia,45.0,60.0,21.0,15.0,30.0,49.0,56.0,46.0,65.0,43.0,34.0,22.0,109.0,120.0,154.0,40.0,36.0,20.0,18.0,21.0,31.0,25.0,25.0,22.0,44.0,29.0,21.0,76.0,46.0,47.0,36.0,14.0,36.0,39.0,27.0,17.0,53.0,55.0,37.0,46.0,34.0,23.0,43.0
O,1955042,              Gloeomargaritales,,,,,,,,,,,,,9.0,,,,,,,,,2.0,3.0,,,,,,,,2.0,,,,,,3.0,,2.0,,,3.0,2.0
F,1955043,                Gloeomargaritaceae,,,,,,,,,,,,,9.0,,,,,,,,,2.0,3.0,,,,,,,,2.0,,,,,,3.0,,2.0,,,3.0,2.0
G,1955420,                Silicimonas,17.0,28.0,31.0,22.0,28.0,17.0,18.0,31.0,21.0,27.0,19.0,17.0,44.0,26.0,33.0,23.0,24.0,34.0,20.0,30.0,34.0,38.0,15.0,10.0,31.0,21.0,28.0,22.0,38.0,14.0,25.0,26.0,18.0,23.0,36.0,15.0,19.0,17.0,42.0,40.0,38.0,57.0,41.0
C,1955630,            Methylacidiphilae,,,,,,,3.0,,,2.0,,,38.0,39.0,,,,,,,,,,,78.0,,,,,,,,127.0,,,77.0,,,,,,,
G,1961799,                  Lacunisphaera,268.0,336.0,343.0,224.0,342.0,334.0,436.0,220.0,431.0,282.0,440.0,458.0,528.0,348.0,376.0,120.0,127.0,153.0,299.0,180.0,133.0,180.0,209.0,185.0,232.0,343.0,156.0,164.0,242.0,238.0,337.0,168.0,234.0,361.0,288.0,215.0,269.0,251.0,292.0,196.0,392.0,199.0,285.0
C,1962850,          Calditrichia,3.0,2.0,,3.0,2.0,,3.0,,,3.0,11.0,,11.0,3.0,9.0,,2.0,,2.0,2.0,,6.0,,,,3.0,,,,,4.0,,,3.0,2.0,4.0,4.0,2.0,5.0,3.0,2.0,,4.0
O,1962852,            Calditrichales,3.0,2.0,,3.0,2.0,,3.0,,,3.0,11.0,,11.0,3.0,9.0,,2.0,,2.0,2.0,,6.0,,,,3.0,,,,,4.0,,,3.0,2.0,4.0,4.0,2.0,5.0,3.0,2.0,,4.0
F,1962854,              Calditrichaceae,3.0,2.0,,3.0,2.0,,3.0,,,3.0,11.0,,11.0,3.0,9.0,,2.0,,2.0,2.0,,6.0,,,,3.0,,,,,4.0,,,3.0,2.0,4.0,4.0,2.0,5.0,3.0,2.0,,4.0
F,1962910,              Bryobacteraceae,56.0,66.0,101.0,144.0,162.0,178.0,237.0,222.0,183.0,252.0,192.0,202.0,221.0,158.0,175.0,21.0,31.0,34.0,126.0,112.0,92.0,153.0,120.0,107.0,120.0,153.0,127.0,19.0,29.0,37.0,114.0,83.0,124.0,121.0,117.0,105.0,118.0,123.0,112.0,117.0,136.0,72.0,125.0
F,1963268,                Haloarculaceae,,,,,,,68.0,,60.0,,45.0,44.0,126.0,,,,,45.0,,,,,,,,9.0,41.0,,,30.0,71.0,40.0,,72.0,,57.0,6.0,,67.0,,64.0,,
F,1963270,                Halococcaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,
O,1963360,              Parachlamydiales,2.0,,2.0,,,5.0,,2.0,,2.0,2.0,,19.0,2.0,9.0,2.0,3.0,,3.0,3.0,3.0,,,2.0,,4.0,6.0,6.0,,11.0,2.0,5.0,10.0,10.0,2.0,,2.0,2.0,6.0,3.0,2.0,3.0,2.0
O,1970189,                Marinilabiliales,489.0,94.0,173.0,78.0,132.0,224.0,89.0,66.0,88.0,152.0,123.0,85.0,121.0,125.0,95.0,80.0,48.0,107.0,64.0,818.0,151.0,71.0,84.0,84.0,131.0,163.0,134.0,16.0,26.0,13.0,55.0,71.0,55.0,56.0,107.0,66.0,71.0,63.0,98.0,81.0,87.0,80.0,38.0
F1,1977630,                Klosneuvirinae,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
O,1978007,              Crassvirales,,,,,2.0,,2.0,,,,,,,3.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
G,1980697,                Duodenibacillus,,,,,19.0,,21.0,13.0,,25.0,,,27.0,,,,,,,,,,,,,,,,,,11.0,,,,,,10.0,17.0,,,,6.0,12.0
G,1980928,                  Sepunavirus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
G,1982239,                Nipunavirus,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,1988031,                Candidatus Promineifilum,8.0,13.0,8.0,12.0,20.0,13.0,13.0,11.0,13.0,19.0,9.0,19.0,54.0,25.0,27.0,3.0,4.0,5.0,12.0,6.0,12.0,16.0,12.0,9.0,10.0,7.0,8.0,16.0,5.0,18.0,14.0,7.0,9.0,13.0,10.0,6.0,19.0,18.0,11.0,6.0,8.0,4.0,27.0
G,1993653,                Candidatus Nitrosomarinus,,21.0,48.0,41.0,67.0,46.0,40.0,40.0,12.0,39.0,26.0,21.0,42.0,34.0,19.0,,,,,27.0,,,20.0,14.0,26.0,19.0,12.0,24.0,,13.0,,,,,,20.0,11.0,12.0,44.0,,13.0,18.0,35.0
G,2004661,                Hyphobacterium,124.0,121.0,123.0,114.0,114.0,81.0,192.0,89.0,140.0,218.0,121.0,108.0,510.0,436.0,144.0,163.0,108.0,160.0,97.0,106.0,113.0,74.0,56.0,72.0,125.0,105.0,88.0,117.0,117.0,161.0,120.0,46.0,129.0,198.0,123.0,107.0,126.0,82.0,147.0,94.0,107.0,89.0,100.0
G,2004797,                Luteitalea,15735.0,16721.0,16919.0,14315.0,12387.0,12875.0,18375.0,15128.0,13499.0,17641.0,15854.0,16118.0,12752.0,11134.0,10919.0,14630.0,16013.0,18760.0,11695.0,13339.0,13544.0,15795.0,13777.0,12872.0,14342.0,15648.0,16171.0,4761.0,4747.0,6497.0,8443.0,6717.0,8189.0,9687.0,8953.0,9031.0,11164.0,11034.0,11265.0,18631.0,18639.0,9344.0,11396.0
G,2005380,                  Mariniblastus,9.0,12.0,13.0,7.0,14.0,16.0,21.0,11.0,12.0,14.0,4.0,11.0,32.0,21.0,14.0,15.0,4.0,17.0,16.0,20.0,14.0,15.0,8.0,10.0,16.0,8.0,17.0,10.0,11.0,16.0,9.0,5.0,16.0,16.0,9.0,8.0,8.0,14.0,5.0,11.0,7.0,19.0,16.0
G,2005386,                Arabiibacter,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,2005473,                  Muribaculaceae,273.0,197.0,291.0,300.0,255.0,260.0,315.0,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,
F,2005519,                  Barnesiellaceae,,,,5.0,13.0,9.0,,3.0,,,,150.0,,,,,79.0,,6.0,,,,,11.0,,164.0,,3.0,,,,,,,,,,,,219.0,,,
F,2005520,                  Dysgonomonadaceae,9.0,8.0,5.0,39.0,37.0,38.0,43.0,64.0,76.0,132.0,90.0,79.0,5.0,7.0,4.0,2.0,41.0,,23.0,17.0,83.0,76.0,24.0,112.0,53.0,50.0,59.0,,5.0,,4.0,10.0,12.0,,9.0,17.0,23.0,31.0,24.0,55.0,39.0,14.0,22.0
F,2005523,                  Paludibacteraceae,15.0,17.0,23.0,52.0,70.0,44.0,35.0,45.0,33.0,56.0,50.0,39.0,9.0,11.0,6.0,7.0,12.0,11.0,23.0,51.0,45.0,53.0,38.0,43.0,54.0,58.0,50.0,2.0,4.0,10.0,14.0,31.0,22.0,20.0,18.0,21.0,19.0,6.0,12.0,45.0,34.0,13.0,13.0
F,2005525,                  Tannerellaceae,74.0,250.0,406.0,1025.0,2126.0,1864.0,968.0,219.0,452.0,486.0,178.0,8.0,138.0,146.0,,,41.0,25.0,186.0,650.0,559.0,179.0,267.0,,157.0,488.0,292.0,11.0,,,13.0,,96.0,155.0,126.0,,96.0,,,81.0,705.0,275.0,2.0
C,2008785,          Hydrogenophilia,,12.0,,,12.0,,,,25.0,,48.0,35.0,82.0,,,,6.0,,,,,,,,,,,,,5.0,,,,,,,36.0,11.0,,,9.0,7.0,
F,2008790,              Thiobacillaceae,1949.0,3742.0,3231.0,4499.0,4890.0,5204.0,7612.0,6589.0,3992.0,5660.0,7449.0,6349.0,20499.0,19185.0,17890.0,1049.0,498.0,966.0,2969.0,2257.0,1489.0,2531.0,2070.0,1360.0,3051.0,3636.0,3063.0,3246.0,3175.0,3782.0,5321.0,3494.0,4005.0,4609.0,5147.0,4372.0,6136.0,6390.0,7376.0,2103.0,4514.0,2680.0,6983.0
F,2008793,              Sterolibacteriaceae,1803.0,2863.0,1929.0,2934.0,2808.0,3112.0,4764.0,3796.0,2771.0,2934.0,4624.0,3813.0,9687.0,7506.0,9287.0,491.0,231.0,439.0,1780.0,1223.0,857.0,2022.0,1248.0,950.0,1700.0,1921.0,1863.0,1838.0,1573.0,2705.0,4033.0,1481.0,2395.0,2866.0,2943.0,2650.0,3332.0,2991.0,3606.0,1341.0,1854.0,1773.0,3653.0
F,2008794,              Zoogloeaceae,19547.0,34762.0,26995.0,42249.0,43666.0,42801.0,87918.0,60403.0,38489.0,61803.0,67262.0,64899.0,211318.0,163827.0,179666.0,7795.0,4523.0,8086.0,29519.0,21742.0,16225.0,36350.0,27080.0,20126.0,33673.0,34057.0,36256.0,20554.0,19559.0,30404.0,54602.0,29595.0,40953.0,44870.0,45862.0,47073.0,57282.0,62806.0,66004.0,26008.0,35868.0,34266.0,62032.0
F,2008795,              Azonexaceae,478.0,789.0,396.0,589.0,931.0,669.0,1713.0,1568.0,1157.0,1359.0,981.0,1315.0,6571.0,4630.0,4630.0,182.0,243.0,230.0,420.0,272.0,362.0,727.0,951.0,716.0,533.0,758.0,430.0,595.0,570.0,874.0,1202.0,645.0,1005.0,1107.0,1094.0,670.0,947.0,757.0,1305.0,449.0,656.0,631.0,1256.0
F1,2017757,                  Betairidovirinae,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,
G,2018044,                Candidatus Vallotiella,,,,,,,,,7.0,,,,,,10.0,,,,,,,,,,,,,,,,,2.0,,,,,,10.0,2.0,,,,
G,2019482,                Candidatus Brevifilum,3.0,5.0,5.0,14.0,14.0,13.0,15.0,6.0,7.0,12.0,10.0,9.0,20.0,25.0,19.0,5.0,2.0,4.0,13.0,3.0,3.0,8.0,10.0,4.0,8.0,4.0,9.0,6.0,3.0,11.0,6.0,,9.0,8.0,9.0,8.0,8.0,8.0,9.0,4.0,7.0,7.0,12.0
G,2023214,                    Koinonema,,,,3.0,,4.0,,3.0,2.0,6.0,,,4.0,,6.0,2.0,,2.0,,,,,2.0,,,,2.0,,,2.0,2.0,,2.0,,,,2.0,,2.0,,3.0,2.0,
O,2024979,            Bacteriovoracales,5.0,6.0,4.0,10.0,3.0,5.0,5.0,4.0,13.0,6.0,7.0,3.0,23.0,13.0,7.0,16.0,6.0,14.0,,3.0,5.0,2.0,3.0,19.0,,4.0,4.0,30.0,17.0,13.0,,2.0,3.0,7.0,11.0,9.0,3.0,,2.0,10.0,8.0,12.0,7.0
G,2025617,                Ketobacter,,,,,,,,15.0,20.0,,,,,,,,,5.0,,,,,21.0,25.0,,,,,,,,,,,,,,,,,,,
G,2027867,                    Daejeonia,42.0,,,,,,145.0,,,,,,,,,33.0,,21.0,160.0,,,,,,,,,19.0,4.0,7.0,22.0,,,,111.0,,,,229.0,,,28.0,
G,2028344,                  Ereboglobus,,36.0,,,183.0,28.0,71.0,46.0,74.0,41.0,68.0,214.0,80.0,42.0,73.0,,,34.0,52.0,153.0,14.0,12.0,13.0,53.0,61.0,232.0,9.0,16.0,,12.0,24.0,,12.0,55.0,35.0,32.0,14.0,29.0,12.0,32.0,70.0,26.0,36.0
G,2029859,                  Tundrisphaera,132.0,274.0,214.0,103.0,105.0,268.0,231.0,286.0,197.0,124.0,121.0,319.0,345.0,456.0,453.0,91.0,55.0,97.0,213.0,97.0,91.0,130.0,89.0,53.0,197.0,178.0,129.0,135.0,152.0,242.0,298.0,200.0,100.0,87.0,246.0,157.0,129.0,173.0,144.0,185.0,169.0,111.0,209.0
G,2034504,                Sulfurivermis,64.0,192.0,98.0,265.0,360.0,375.0,636.0,367.0,231.0,739.0,761.0,508.0,1792.0,1196.0,1184.0,80.0,44.0,19.0,183.0,107.0,93.0,272.0,290.0,102.0,238.0,102.0,181.0,51.0,75.0,147.0,375.0,143.0,246.0,233.0,177.0,278.0,417.0,313.0,396.0,243.0,97.0,332.0,352.0
F,2035710,              Thioalkalibacteraceae,8.0,,29.0,23.0,,48.0,24.0,45.0,10.0,50.0,65.0,12.0,45.0,99.0,17.0,,4.0,19.0,33.0,7.0,19.0,32.0,,2.0,10.0,19.0,36.0,16.0,7.0,14.0,28.0,35.0,,43.0,38.0,55.0,11.0,111.0,2.0,30.0,37.0,44.0,51.0
G,2035712,                Guyparkeria,8.0,,29.0,23.0,,48.0,24.0,45.0,10.0,50.0,65.0,12.0,45.0,99.0,17.0,,4.0,19.0,33.0,7.0,19.0,32.0,,2.0,10.0,19.0,36.0,16.0,7.0,14.0,28.0,35.0,,43.0,38.0,55.0,11.0,111.0,2.0,30.0,37.0,44.0,51.0
G,2035811,                Pseudodesulfovibrio,100.0,68.0,7.0,158.0,6.0,168.0,238.0,194.0,8.0,7.0,206.0,206.0,746.0,839.0,244.0,4.0,2.0,20.0,159.0,181.0,3.0,191.0,8.0,7.0,135.0,18.0,111.0,70.0,113.0,198.0,98.0,13.0,51.0,61.0,121.0,55.0,62.0,311.0,119.0,2.0,89.0,34.0,17.0
G,2036021,                Agarilytica,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,2036754,              Chelatococcaceae,5.0,43.0,67.0,64.0,18.0,53.0,95.0,92.0,145.0,134.0,133.0,65.0,454.0,223.0,215.0,14.0,33.0,52.0,37.0,19.0,12.0,35.0,61.0,49.0,56.0,85.0,48.0,35.0,55.0,66.0,77.0,35.0,84.0,76.0,41.0,37.0,58.0,82.0,42.0,36.0,58.0,51.0,53.0
G,2038244,                Agaribacterium,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,2038280,                Robbsia,4.0,,,7.0,20.0,15.0,11.0,13.0,8.0,37.0,17.0,11.0,41.0,24.0,30.0,,,,,13.0,22.0,20.0,,,10.0,13.0,20.0,,,3.0,9.0,5.0,16.0,7.0,27.0,14.0,7.0,11.0,8.0,12.0,9.0,8.0,23.0
G,2038635,                Hyphococcus,6.0,13.0,7.0,15.0,17.0,22.0,17.0,24.0,20.0,13.0,15.0,10.0,34.0,15.0,15.0,5.0,13.0,12.0,35.0,16.0,36.0,34.0,18.0,20.0,22.0,24.0,25.0,10.0,6.0,18.0,32.0,24.0,27.0,20.0,23.0,12.0,24.0,23.0,22.0,22.0,23.0,31.0,30.0
G,2038733,                Oryzisolibacter,181.0,236.0,205.0,658.0,631.0,458.0,1503.0,814.0,530.0,1035.0,734.0,894.0,2288.0,1469.0,1965.0,,89.0,61.0,154.0,349.0,516.0,538.0,455.0,270.0,429.0,562.0,601.0,297.0,243.0,358.0,1244.0,383.0,581.0,862.0,888.0,568.0,907.0,617.0,530.0,503.0,640.0,704.0,832.0
G,2039240,                Anaerotignum,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
O,2039638,            Candidatus Nanopelagicales,,2.0,5.0,16.0,8.0,10.0,9.0,6.0,4.0,5.0,12.0,5.0,6101.0,7439.0,6197.0,8.0,4.0,6.0,14.0,17.0,23.0,28.0,27.0,35.0,19.0,34.0,31.0,30.0,71.0,49.0,726.0,468.0,537.0,489.0,764.0,419.0,620.0,611.0,445.0,28.0,29.0,683.0,706.0
G,2039639,                Candidatus Nanopelagicus,,,,,,,3.0,,,,5.0,,989.0,1215.0,1160.0,,,,,,,,,8.0,,,5.0,9.0,23.0,7.0,49.0,34.0,39.0,22.0,41.0,7.0,20.0,19.0,20.0,,,38.0,30.0
G,2039723,                Thiomicrorhabdus,,,,,,,,8.0,26.0,,,,,,,,,,,,,,4.0,20.0,,,,,,,,,,,,,,,6.0,,,,
G,2040262,                Allobranchiibius,3.0,10.0,3.0,,5.0,,,,,,7.0,,18.0,,,7.0,,4.0,,4.0,,4.0,,,,9.0,,17.0,10.0,14.0,10.0,,6.0,,4.0,5.0,10.0,5.0,8.0,,,3.0,8.0
G,2041902,                Chenggangzhangella,11.0,5.0,21.0,11.0,,20.0,32.0,12.0,7.0,29.0,18.0,32.0,46.0,65.0,58.0,5.0,5.0,9.0,4.0,12.0,11.0,7.0,5.0,,11.0,,27.0,12.0,8.0,9.0,11.0,27.0,7.0,10.0,8.0,8.0,21.0,24.0,,10.0,,11.0,11.0
G,2045098,                    Puia,6.0,34.0,24.0,65.0,43.0,56.0,58.0,49.0,87.0,75.0,31.0,47.0,47.0,28.0,14.0,16.0,18.0,23.0,112.0,99.0,200.0,74.0,98.0,88.0,104.0,76.0,98.0,24.0,14.0,25.0,77.0,143.0,141.0,83.0,106.0,113.0,120.0,94.0,103.0,74.0,83.0,136.0,66.0
G,2045213,                Candidatus Fonsibacter,,,,,,,,,,,,,51.0,64.0,55.0,,,,,,,,,,,,,,,,,,,,2.0,,,5.0,,,,,
G,2045416,                    Oceanihabitans,,,,,114.0,,,32.0,,45.0,,84.0,,,,,96.0,,,,233.0,,,,,,236.0,,9.0,4.0,,,,,,,,,62.0,,56.0,,
G,2048137,                Agathobaculum,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,2049301,                    Changchengzhania,,,,,,,,,,,,,,,,,,,,22.0,33.0,,8.0,,8.0,,,,2.0,,,11.0,8.0,,,6.0,,,,,,,
G,2051044,                  Tuwongella,,,14.0,6.0,,8.0,7.0,4.0,,7.0,10.0,,17.0,5.0,14.0,10.0,17.0,,,8.0,9.0,12.0,6.0,6.0,8.0,12.0,8.0,,13.0,,9.0,3.0,17.0,9.0,,,7.0,3.0,13.0,4.0,,7.0,13.0
G,2055850,                Aquicoccus,,9.0,,,,14.0,,,,,,11.0,,,,,11.0,11.0,,17.0,16.0,8.0,17.0,,13.0,9.0,,11.0,,,12.0,8.0,16.0,,,,,8.0,23.0,,,12.0,9.0
G,2055880,                Pseudescherichia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,
G,2058174,                    Antarcticibacterium,,,5.0,,,70.0,,,,,,,,21.0,8.0,,30.0,10.0,41.0,,79.0,44.0,14.0,54.0,,,,5.0,23.0,12.0,12.0,,26.0,7.0,,,,,10.0,,20.0,9.0,6.0
G,2060094,                Aminipila,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,
G,2060722,                    Labilibaculum,5.0,9.0,21.0,4.0,10.0,13.0,,4.0,,13.0,4.0,,,,,,,19.0,,5.0,16.0,6.0,,,,,4.0,,,,,,,,,,,,,,3.0,6.0,
G,2066071,                Bacterioplanoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,
F,2066434,              Geminicoccaceae,1066.0,1053.0,1314.0,674.0,667.0,725.0,1779.0,1336.0,1522.0,1641.0,1567.0,1304.0,3551.0,853.0,1751.0,809.0,1030.0,732.0,643.0,483.0,435.0,1168.0,851.0,995.0,937.0,1120.0,1004.0,554.0,417.0,545.0,609.0,472.0,593.0,774.0,805.0,696.0,965.0,760.0,522.0,859.0,1037.0,613.0,675.0
F,2066474,              Endozoicomonadaceae,3.0,13.0,11.0,18.0,7.0,8.0,,17.0,,11.0,28.0,35.0,46.0,19.0,26.0,,3.0,,25.0,,6.0,,13.0,,7.0,14.0,,3.0,4.0,2.0,10.0,9.0,,18.0,,,7.0,9.0,,15.0,7.0,19.0,14.0
O,2066490,            Emcibacterales,8.0,7.0,8.0,6.0,3.0,8.0,8.0,3.0,5.0,,,,,,,10.0,6.0,5.0,15.0,6.0,12.0,8.0,6.0,14.0,14.0,5.0,3.0,4.0,,4.0,3.0,3.0,9.0,25.0,8.0,4.0,3.0,5.0,9.0,6.0,6.0,15.0,
F,2066491,              Emcibacteraceae,8.0,7.0,8.0,6.0,3.0,8.0,8.0,3.0,5.0,,,,,,,10.0,6.0,5.0,15.0,6.0,12.0,8.0,6.0,14.0,14.0,5.0,3.0,4.0,,4.0,3.0,3.0,9.0,25.0,8.0,4.0,3.0,5.0,9.0,6.0,6.0,15.0,
G,2066914,                Piscinibacterium,30.0,36.0,31.0,59.0,81.0,61.0,121.0,77.0,62.0,129.0,137.0,102.0,191.0,154.0,148.0,24.0,9.0,17.0,72.0,57.0,43.0,40.0,72.0,52.0,71.0,66.0,32.0,29.0,32.0,71.0,128.0,100.0,94.0,103.0,106.0,79.0,124.0,96.0,137.0,62.0,77.0,100.0,129.0
G,2078948,                Epidermidibacterium,,,,,,67.0,,69.0,,129.0,,,336.0,135.0,215.0,,15.0,,,,,,130.0,,,85.0,,46.0,,29.0,,,,73.0,57.0,59.0,,,160.0,,,46.0,88.0
G,2082587,                Parolsenella,,,,,,602.0,,,,,,2.0,201.0,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,
G,2083206,                Tritonibacter,418.0,385.0,416.0,231.0,211.0,129.0,,324.0,27.0,2.0,218.0,113.0,314.0,,,373.0,194.0,285.0,200.0,97.0,176.0,224.0,211.0,197.0,101.0,126.0,206.0,347.0,275.0,211.0,344.0,216.0,25.0,295.0,309.0,395.0,411.0,94.0,219.0,115.0,351.0,506.0,15.0
G,2093783,                Methylomusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
C,2093818,            Candidatus Saccharimonadia,,,,2.0,,,,,,,,,15.0,13.0,13.0,,,,,,,,,,4.0,,,3.0,14.0,7.0,5.0,,,,,,4.0,,9.0,,,,3.0
O,2093819,              Candidatus Nanosynbacterales,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,
F,2093822,                Candidatus Nanosynbacteraceae,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,
G,2093823,                  Candidatus Nanosynbacter,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,
O,2093825,              Candidatus Saccharimonadales,,,,,,,,,,,,,15.0,13.0,13.0,,,,,,,,,,4.0,,,3.0,14.0,7.0,5.0,,,,,,4.0,,,,,,3.0
G,2094023,                Glaesserella,,,,43.0,,,,,,,,,,,,,,,63.0,,,,,,,,92.0,,,,,,,,,,,,,,,,
G,2094720,                  Tupanvirus,,,,,2.0,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,
G,2100741,                  Oleiharenicola,140.0,335.0,274.0,316.0,488.0,391.0,584.0,368.0,345.0,369.0,532.0,512.0,613.0,495.0,586.0,80.0,73.0,61.0,185.0,172.0,106.0,184.0,119.0,115.0,196.0,265.0,158.0,108.0,121.0,173.0,167.0,156.0,243.0,174.0,220.0,158.0,211.0,275.0,291.0,168.0,278.0,167.0,264.0
G,2100764,                Mixta,,,6.0,,,,,,,42.0,,,,,,,,,8.0,,10.0,,,,,,,,,2.0,,,,9.0,,,,,,9.0,,,
G,2108524,                Halioxenophilus,,,,,,,,,,,,,,,,,,,20.0,,17.0,,35.0,,,22.0,,,,,,,,19.0,,,,,,,21.0,28.0,
G,2109360,                Aestuariibius,,,,6.0,,,,,,6.0,,,,,,,,,5.0,,5.0,6.0,,,,,,,,,,8.0,,5.0,5.0,,,,,,,,6.0
