taxlevel,taxid,taxa,W134-25PVC-3-17_kraken2_bracken_species.report,W133-25PVC-2-17_kraken2_bracken_species.report,W132-25PVC-1-17_kraken2_bracken_species.report,W131-25PET-3-17_kraken2_bracken_species.report,W130-25PET-2-17_kraken2_bracken_species.report,W129-25PET-1-17_kraken2_bracken_species.report,W128-25PE0.6-3-17_kraken2_bracken_species.report,W127-25PE0.6-2-17_kraken2_bracken_species.report,W126-25PE0.6-1-17_kraken2_bracken_species.report,W125-25S-3-17_kraken2_bracken_species.report,W124-25S-2-17_kraken2_bracken_species.report,W123-25S-1-17_kraken2_bracken_species.report,Q66-25S-3-0_kraken2_bracken_species.report,Q65-25S-2-0_kraken2_bracken_species.report,Q64-25S-1-0_kraken2_bracken_species.report,Q63-25PVC-3-11_kraken2_bracken_species.report,Q62-25PVC-2-11_kraken2_bracken_species.report,Q61-25PVC-1-11_kraken2_bracken_species.report,Q60-25PET-3-11_kraken2_bracken_species.report,Q59-25PET-2-11_kraken2_bracken_species.report,Q58-25PET-1-11_kraken2_bracken_species.report,Q57-25PE0.6-3-11_kraken2_bracken_species.report,Q56-25PE0.6-2-11_kraken2_bracken_species.report,Q55-25PE0.6-1-11_kraken2_bracken_species.report,Q54-25S-3-11_kraken2_bracken_species.report,Q53-25S-2-11_kraken2_bracken_species.report,Q52-25S-1-11_kraken2_bracken_species.report,Q51-25PVC-3-3_kraken2_bracken_species.report,Q50-25PVC-2-3_kraken2_bracken_species.report,Q49-25PVC-1-3_kraken2_bracken_species.report,Q48-25PET-3-3_kraken2_bracken_species.report,Q47-25PET-2-3_kraken2_bracken_species.report,Q46-25PET-1-3_kraken2_bracken_species.report,Q45-25PE0.6-3-3_kraken2_bracken_species.report,Q44-25PE0.6-2-3_kraken2_bracken_species.report,Q43-25PE0.6-1-3_kraken2_bracken_species.report,Q42-25S-3-3_kraken2_bracken_species.report,Q41-25S-2-3_kraken2_bracken_species.report,Q40-25S-1-3_kraken2_bracken_species.report,Q34-25PE0.1-2-11_kraken2_bracken_species.report,Q33-25PE0.1-1-11_kraken2_bracken_species.report,Q32-25PE0.1-2-3_kraken2_bracken_species.report,Q31-25PE0.1-1-3_kraken2_bracken_species.report
S,2851959,                  Chloracidobacterium aggregatum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,2852098,                        Kaistella faecalis,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.03,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.16,0.09,0.03,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.04,0.03
S,2853158,                    Acinetobacter sp. F9,0.01,0.01,0.01,,,,,,,,,,0.0,,,0.02,0.02,0.02,,,,,,,,,,0.04,0.04,0.03,,,,,,,,,,,,,
S,2853163,                    Comamonas sp. NLF-1-9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,2853257,                    Comamonas sp. Y33R10-2,,0.0,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,
S,2853258,                    Paeniglutamicibacter sp. Y32M11,0.01,0.01,0.01,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
G,2853332,                Peteryoungia,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,2853439,                        Sphingobacterium sp. E70,,,,,0.0,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,
S,2854036,                  Nitratireductor rhodophyticola,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,2854170,              Roseobacteraceae,0.26,0.27,0.26,0.17,0.19,0.2,0.17,0.17,0.18,0.22,0.23,0.2,0.18,0.17,0.16,0.15,0.19,0.15,0.16,0.2,0.15,0.18,0.17,0.15,0.19,0.18,0.22,0.12,0.11,0.12,0.16,0.14,0.14,0.15,0.13,0.14,0.15,0.14,0.12,0.26,0.27,0.2,0.19
G,2854182,                Falsihalocynthiibacter,,0.0,,,0.0,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,0.0,,
G,2854186,                Pseudosulfitobacter,0.05,0.06,0.06,0.05,0.05,0.05,0.03,0.04,0.05,0.04,0.05,0.04,0.02,0.02,0.01,0.04,0.05,0.04,0.04,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.02,0.03,0.02,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.07,0.07,0.05,0.05
G1,2854191,                  unclassified Falsihalocynthiibacter,,0.0,,,0.0,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,
G1,2854199,                  unclassified Pseudosulfitobacter,0.03,0.03,0.04,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.0,0.01,0.03,0.04,0.03,0.03,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.05,0.04,0.04
S,2854260,                      Porphyrobacter sp. ULC335,0.04,0.03,0.03,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.03,0.03,0.03,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02
S,2854389,                  Bradyrhizobium prioriisuperbiae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,2855430,                  Altericista,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,2855434,                    Pseudomonas sp. AO-1,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,
G1,2855442,                        unclassified Epilithonimonas,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,0.0,0.0
S,2855836,                    Streptomyces sp. WY228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
S,2856180,                Methanoculleus virus L4768,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,2856519,                      Flavobacterium litorale,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,,,,,,,,,
S,2856522,                          Chryseobacterium sp. D764,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
S,2856523,                        Pedobacter sp. D749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
S,2856555,                  Micrococcus porci,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
S,2856608,                    Rickettsiella endosymbiont of Dermanyssus gallinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
S,2856823,                  Gymnodinialimonas ceratoperidinii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
S,2857014,                  Roseibium algicola,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,
S,2857058,                    Mycobacterium sp. SMC-2,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
S,2857059,                    Mycobacterium sp. SMC-4,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,
S,2857060,                    Mycobacterium sp. SMC-8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,0.0,
G,2857076,                  Anthocerotibacter,,,,,,,,,,,,,0.0,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
S,2857077,                    Anthocerotibacter panamensis,,,,,,,,,,,,,0.0,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
F,2858885,                  Mangrovivirgaceae,,,,,,,0.0,,,,,,,,,,,0.0,,,,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,,,0.0,,0.0
G,2858886,                    Mangrovivirga,,,,,,,0.0,,,,,,,,,,,0.0,,,,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,,,0.0,,0.0
S,2859228,                    Paenibacillus sp. R14(2021),0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,0.0,,,,,,,0.0,,,
S,2859516,                      Gloeocapsopsis dulcis,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,0.0,,0.0,0.0,,,,0.0,,,,0.0,,0.0,0.0,,,,0.0,
S,2859768,                      Echinicola marina,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,
G,2860235,                Glacieibacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G1,2860236,                  unclassified Glacieibacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,2860237,                    Glacieibacterium sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,2860258,                    Methylococcus sp. Mc7,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,2860286,                    Achromobacter sp. ES-001,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
S,2860290,                    Stenotrophomonas sepilia,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.01,0.0,0.0,0.0,,,,,,,,,0.0,,,
G1,2860296,                  unclassified Geomonas,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
S,2860336,                  Devosia salina,,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,0.0,,,,0.0,0.0
G1,2860344,                  unclassified Pedococcus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
S,2861279,                    Arthrobacter sp. PAMC25284,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1,0.08,0.08,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02
S,2861281,                    Microbacterium sp. PAMC22086,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,
S,2861282,                      Massilia sp. NP310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0
S,2861283,                      Massilia sp. PAMC28688,0.0,0.0,0.0,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.09,0.09,0.07,0.0,0.0,0.02,0.06,0.07,0.05,0.04,0.03,0.03,0.01,0.02,0.02,0.0,0.02,0.05,0.35,0.39,0.34,0.24,0.2,0.17,0.12,0.14,0.1,0.03,0.02,0.3,0.2
S,2861284,                    Janthinobacterium sp. PAMC25594,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
S,2861285,                    Brevundimonas sp. PAMC22021,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01,,0.0,,0.01,0.01,0.01,0.0,0.01,0.01,0.02,0.03,0.02,0.01,0.02,0.03,0.0,0.0,0.0,0.01,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01
S,2861288,                    Cryobacterium sp. PAMC25264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
S,2861750,                    Amycolatopsis sp. TNS106,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
S,2861765,                        Dyadobacter sp. NIV53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
S,2861782,                  Paraburkholderia edwinii,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
S,2861799,                    Pseudomonas sp. Colony2,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,0.01,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,,
G,2862144,                Ruoffia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
S,2862331,                    Polymorphobacter sp. PAMC 29334,,,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0
G,2862451,                  Adhaeretor,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
S,2862460,                    Dactylosporangium sp. AC04546,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
S,2862509,                      Paracrocinitomix mangrovi,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,
G,2862745,                Pseudobdellovibrio,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,0.0,0.0,
G1,2862746,                  unclassified Pseudobdellovibrio,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,0.0,0.0,
S,2862866,                    Agrobacterium cucumeris,0.0,,,0.0,,,0.0,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,,,0.0,,0.0,,,,0.0,,0.0,0.0
S,2862869,                    Horticoccus luteus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,2862880,                    Curtobacterium sp. TC1,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,,,,0.0,,0.0,,,,,0.0,,,,,0.0,,,,,,
S,2862945,                    Pseudomonas sp. ArH3a,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,
S,2864040,                          Chryseobacterium sp. LJ668,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0
S,2864101,                    Pseudomonas sp. So3.2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
S,2864102,                    Pseudochrobactrum sp. Wa41.01b-1,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,
S,2864201,                      Aureispira anguillae,,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,
F,2864377,              Carbonactinosporaceae,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
G,2864378,                Carbonactinospora,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
S,2865112,                  Agrilutibacter terrestris,0.03,0.04,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.08,0.07,0.07,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.15,0.14,0.1,0.05,0.05,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.05,0.05
S,2865673,                  Streptomyces akebiae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
S,2865832,                    Amycolatopsis sp. DSM 110486,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,0.0,,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,
S,2865833,                    Pseudonocardia sp. DSM 110487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,2865837,                    Mesorhizobium sp. AR02,0.0,,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
S,2865838,                    Mesorhizobium sp. AR07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,2865839,                    Mesorhizobium sp. AR10,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,2865840,                  Deefgea tanakiae,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,
S,2866162,                    Actomonas aquatica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,2866201,                    Enterobacter sp. Colony194,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
S,2866279,                  Roseibium porphyridii,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,0.0,
S,2866282,                    Pseudomonas sp. PS1(2021),,0.06,0.04,,,,,,,,,,,,,0.02,,,,,,,,,,,,0.03,0.02,0.05,,,,,,,,,,,,,
S,2866311,                      Ruficoccus sp. ZRK36,0.0,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,,0.0,0.0,,,0.0,,,,,0.0,,,0.0
S,2866573,                    Cardiobacterium sp. Marseille-Q4385,0.0,,,,,,0.0,,0.0,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,0.0,,,,
S,2866627,                      Hydrogenibacillus sp. N12,,0.0,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,
S,2866628,                    Diaphorobacter sp. MNS-0,,0.01,0.01,,0.01,0.02,,,,,,,,0.04,,,0.0,0.0,0.02,,0.01,,,0.01,,,,0.0,0.0,,,,,,,0.01,,,0.01,,0.01,0.01,
S,2866715,                    Streptomyces sp. BHT-5-2,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,0.0,0.0
S,2866807,                    Pseudomonas sp. MM213,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,0.01,,,,,,,,,,,,,
S,2866808,                    Pseudomonas sp. MM211,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,,,,,,,,,
S,2866810,                    Paenibacillus sp. PSB04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
S,2867005,                    Mycobacterium sp. IDR2000157661,,,,,,0.0,,,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
S,2867010,                    Aliiroseovarius sp. M344,0.0,0.0,0.0,0.0,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,,,,,,,0.0,,,,,,,,0.0,,,,,0.0,,0.0
S,2867011,                    Jannaschia sp. M317,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
S,2867012,                    Jannaschia sp. W003,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
S,2867013,                    Leisingera sp. M523,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,
S,2867014,                    Leisingera sp. M527,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,2867016,                    Leisingera sp. S132,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
