taxlevel,taxid,taxa,W134-25PVC-3-17_kraken2_bracken_families.report,W133-25PVC-2-17_kraken2_bracken_families.report,W132-25PVC-1-17_kraken2_bracken_families.report,W131-25PET-3-17_kraken2_bracken_families.report,W130-25PET-2-17_kraken2_bracken_families.report,W129-25PET-1-17_kraken2_bracken_families.report,W128-25PE0.6-3-17_kraken2_bracken_families.report,W127-25PE0.6-2-17_kraken2_bracken_families.report,W126-25PE0.6-1-17_kraken2_bracken_families.report,W125-25S-3-17_kraken2_bracken_families.report,W124-25S-2-17_kraken2_bracken_families.report,W123-25S-1-17_kraken2_bracken_families.report,Q66-25S-3-0_kraken2_bracken_families.report,Q65-25S-2-0_kraken2_bracken_families.report,Q64-25S-1-0_kraken2_bracken_families.report,Q63-25PVC-3-11_kraken2_bracken_families.report,Q62-25PVC-2-11_kraken2_bracken_families.report,Q61-25PVC-1-11_kraken2_bracken_families.report,Q60-25PET-3-11_kraken2_bracken_families.report,Q59-25PET-2-11_kraken2_bracken_families.report,Q58-25PET-1-11_kraken2_bracken_families.report,Q57-25PE0.6-3-11_kraken2_bracken_families.report,Q56-25PE0.6-2-11_kraken2_bracken_families.report,Q55-25PE0.6-1-11_kraken2_bracken_families.report,Q54-25S-3-11_kraken2_bracken_families.report,Q53-25S-2-11_kraken2_bracken_families.report,Q52-25S-1-11_kraken2_bracken_families.report,Q51-25PVC-3-3_kraken2_bracken_families.report,Q50-25PVC-2-3_kraken2_bracken_families.report,Q49-25PVC-1-3_kraken2_bracken_families.report,Q48-25PET-3-3_kraken2_bracken_families.report,Q47-25PET-2-3_kraken2_bracken_families.report,Q46-25PET-1-3_kraken2_bracken_families.report,Q45-25PE0.6-3-3_kraken2_bracken_families.report,Q44-25PE0.6-2-3_kraken2_bracken_families.report,Q43-25PE0.6-1-3_kraken2_bracken_families.report,Q42-25S-3-3_kraken2_bracken_families.report,Q41-25S-2-3_kraken2_bracken_families.report,Q40-25S-1-3_kraken2_bracken_families.report,Q34-25PE0.1-2-11_kraken2_bracken_families.report,Q33-25PE0.1-1-11_kraken2_bracken_families.report,Q32-25PE0.1-2-3_kraken2_bracken_families.report,Q31-25PE0.1-1-3_kraken2_bracken_families.report
O,2732555,            Pimascovirales,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
F,2758916,              Paraconexibacteraceae,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01
F,2760872,                  Tenuifilaceae,,,,,,0.0,,,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,
O,2762275,            Trueperales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,2762286,                  Fulvivirgaceae,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,2762301,                  Marivirgaceae,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,2762302,                  Reichenbachiellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,2762306,                  Roseivirgaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
F,2762318,                  Weeksellaceae,0.39,0.46,0.37,0.2,0.22,0.23,0.12,0.13,0.24,0.29,0.22,0.22,0.03,0.04,0.03,0.32,0.65,0.34,0.24,0.27,0.25,0.16,0.11,0.18,0.18,0.15,0.21,0.4,0.7,0.34,0.12,0.13,0.12,0.14,0.13,0.1,0.14,0.18,0.12,0.18,0.19,0.21,0.22
O,2770089,            Thermosediminibacterales,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
F,2770093,              Thermosediminibacteraceae,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
F,2771471,              Sulfurimonadaceae,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
F,2771472,              Sulfurovaceae,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
F,2772226,              Sulfuricellaceae,0.01,0.01,0.01,0.02,0.05,0.05,0.03,0.03,0.03,0.04,0.05,0.05,0.07,0.07,0.07,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.0,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.03,0.01,0.02,0.01,0.02
P1,2788786,          unclassified Uroviricota,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0
O,2790996,          Mycoplasmoidales,,,,,0.0,,,,,,,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,
F,2791015,              Sphaerochaetaceae,,,,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,0.0,,,,,,,,,,,0.0,,,,,
F,2792775,              Alsobacteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,2795691,              Nitratiruptoraceae,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,2800059,            Maricaulales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,2800060,            Hyphomonadales,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.03,0.03,0.03,0.08,0.08,0.08,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.0,0.0,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.02
F,2800061,              Maricaulaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,2800062,              Robiginitomaculaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,2803844,              Usitatibacteraceae,0.11,0.22,0.14,0.17,0.19,0.2,0.33,0.28,0.14,0.22,0.3,0.33,0.28,0.27,0.27,0.03,0.02,0.03,0.08,0.06,0.03,0.08,0.07,0.04,0.09,0.1,0.08,0.07,0.06,0.11,0.12,0.05,0.09,0.12,0.12,0.14,0.19,0.18,0.2,0.06,0.1,0.04,0.16
F,2805400,              Actinopolymorphaceae,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0
O,2805415,            Jatrophihabitantales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
F,2805416,              Jatrophihabitantaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
F,2805426,              Kytococcaceae,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,2805590,              Ornithinimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,2807496,              Natranaerofabaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
F,2808923,              Fluviibacteraceae,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,
F,2808963,              Arcobacteraceae,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
F,2810280,              Coprobacillaceae,,,,,,,,,,,,,,,0.01,,0.0,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,
F,2810281,              Turicibacteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,2811502,          Thermodesulfovibrionia,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
O,2811503,            Thermodesulfovibrionales,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
F,2811504,              Thermodesulfovibrionaceae,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,2811505,              Dissulfurispiraceae,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
F,2812006,              Bruguierivoracaceae,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
F,2812024,              Syntrophotaleaceae,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,2813035,              Parvibaculaceae,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.02,0.04,0.02,0.03,0.03,0.05,0.03,0.02,0.02,0.03,0.03,0.04,0.04,0.03,0.04,0.03,0.03,0.04,0.03,0.01,0.01,0.01,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.03,0.03,0.02
F,2813951,              Terasakiellaceae,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
F,2815910,                  Geminocystaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
P,2818505,        Myxococcota,0.14,0.26,0.23,0.58,0.74,0.72,1.06,0.75,0.41,0.79,1.0,0.98,1.41,1.3,1.38,0.06,0.04,0.06,0.27,0.24,0.12,0.24,0.2,0.12,0.32,0.37,0.28,0.14,0.14,0.23,0.38,0.16,0.3,0.34,0.36,0.36,0.58,0.55,0.63,0.2,0.35,0.15,0.53
F,2820280,              Sphingosinicellaceae,0.08,0.06,0.06,0.08,0.09,0.08,0.11,0.11,0.11,0.14,0.13,0.12,0.04,0.06,0.02,0.04,0.05,0.04,0.11,0.09,0.09,0.11,0.12,0.12,0.12,0.12,0.11,0.02,0.02,0.02,0.09,0.1,0.11,0.09,0.09,0.1,0.1,0.11,0.1,0.11,0.11,0.11,0.09
F,2821832,              Stappiaceae,0.01,0.02,0.02,0.02,0.01,0.03,0.02,0.02,0.02,0.03,0.03,0.04,0.09,0.06,0.07,0.0,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
F,2823145,              Pleioneaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
F,2829291,              Vulcanimicrobiaceae,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,2829293,          Vulcanimicrobiia,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,2829802,              Afifellaceae,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,0.0,0.0
F,2829814,              Ahrensiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,2829815,              Azospirillaceae,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.05,0.03,0.02,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01
F,2831090,              Blastochloridaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,2831100,              Boseaceae,0.06,0.05,0.06,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.1,0.11,0.04,0.12,0.11,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.15,0.14,0.1,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02
F,2831106,              Devosiaceae,0.05,0.05,0.06,0.04,0.05,0.04,0.06,0.06,0.05,0.03,0.04,0.03,0.04,0.04,0.09,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.05,0.03,0.04,0.04,0.03,0.04
F,2831111,              Kaistiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,2840056,      Naldaviricetes,0.0,,0.0,,,,,0.0,,,,,,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,
O,2840070,        Lefavirales,0.0,,0.0,,,,,0.0,,,,,,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,
P1,2840488,          Bacillota incertae sedis,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,2842329,              Schitoviridae,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,2843198,            Miltoncostaeales,0.02,0.03,0.03,0.05,0.05,0.06,0.08,0.07,0.06,0.1,0.11,0.11,0.34,0.35,0.36,0.01,0.01,0.01,0.04,0.03,0.03,0.04,0.04,0.03,0.06,0.07,0.06,0.02,0.02,0.03,0.05,0.03,0.05,0.06,0.06,0.08,0.1,0.09,0.11,0.05,0.05,0.04,0.07
F,2843199,              Miltoncostaeaceae,0.02,0.03,0.03,0.05,0.05,0.06,0.08,0.07,0.06,0.1,0.11,0.11,0.34,0.35,0.36,0.01,0.01,0.01,0.04,0.03,0.03,0.04,0.04,0.03,0.06,0.07,0.06,0.02,0.02,0.03,0.05,0.03,0.05,0.06,0.06,0.08,0.1,0.09,0.11,0.05,0.05,0.04,0.07
F,2843305,              Phreatobacteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,2843308,              Pleomorphomonadaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,2844375,              Reyranellaceae,0.02,0.04,0.02,0.02,0.02,0.02,0.04,0.03,0.02,0.05,0.05,0.05,0.15,0.14,0.13,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.01,0.01,0.01,0.02
F,2844403,              Rhodovibrionaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,2844601,              Stellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,2844864,              Thalassobaculaceae,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.01
F,2844866,              Thalassospiraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,2844881,              Zymomonadaceae,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
F,2845253,              Treponemataceae,,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,0.0,0.0,,0.0,,,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0
C,2847774,          Atribacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
O,2847775,            Atribacterales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
F,2847776,              Atribacteraceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
F,2854170,              Roseobacteraceae,0.34,0.37,0.35,0.23,0.3,0.29,0.25,0.26,0.28,0.34,0.36,0.32,0.26,0.3,0.27,0.2,0.24,0.2,0.21,0.27,0.21,0.24,0.23,0.2,0.25,0.26,0.29,0.15,0.15,0.16,0.21,0.19,0.18,0.2,0.18,0.18,0.19,0.19,0.17,0.36,0.38,0.27,0.26
F,2858885,                  Mangrovivirgaceae,,,,,,,0.0,,,,,,,,,,,0.0,,,,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,,,0.0,,0.0
F,2864377,              Carbonactinosporaceae,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
F,2867375,              Desulfallaceae,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,0.0
O,2881377,              Pseudanabaenales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,2881378,                Thermosynechococcaceae,,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
F,2881426,                Prochlorococcaceae,0.02,0.02,0.03,0.03,0.05,0.05,0.04,0.05,0.05,0.09,0.07,0.07,0.23,0.23,0.24,0.02,0.02,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.05,0.06,0.02,0.02,0.02,0.04,0.03,0.04,0.05,0.05,0.05,0.06,0.06,0.05,0.04,0.04,0.04,0.04
F,2886822,              Desulfocapsaceae,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,0.0
O,2887326,            Moraxellales,6.93,7.53,9.95,0.08,0.06,0.03,0.11,0.15,0.13,0.04,0.04,0.06,0.45,0.38,0.44,11.43,12.28,12.34,0.1,0.02,0.02,0.18,0.19,0.16,0.02,0.02,0.01,22.32,21.95,21.55,0.16,0.04,0.03,0.3,0.32,0.26,0.17,0.11,0.03,0.07,0.04,0.13,0.08
O,2887327,            Kangiellales,,,,,,,,,,,,,0.0,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,
F,2887365,              Marinobacteraceae,0.05,0.05,0.04,0.37,0.31,0.29,0.24,0.26,0.18,0.1,0.13,0.1,0.01,0.02,0.01,0.05,0.04,0.04,0.33,0.34,0.29,0.35,0.37,0.47,0.24,0.24,0.23,0.02,0.02,0.02,0.24,0.31,0.32,0.24,0.33,0.3,0.31,0.26,0.3,0.26,0.26,0.31,0.31
F,2895623,            Metamycoplasmataceae,,,,,0.0,,,,,,,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,
F,2896860,                  Spirosomataceae,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0
