taxlevel,taxid,taxa,W134-25PVC-3-17_kraken2_bracken_genuses.report,W133-25PVC-2-17_kraken2_bracken_genuses.report,W132-25PVC-1-17_kraken2_bracken_genuses.report,W131-25PET-3-17_kraken2_bracken_genuses.report,W130-25PET-2-17_kraken2_bracken_genuses.report,W129-25PET-1-17_kraken2_bracken_genuses.report,W128-25PE0.6-3-17_kraken2_bracken_genuses.report,W127-25PE0.6-2-17_kraken2_bracken_genuses.report,W126-25PE0.6-1-17_kraken2_bracken_genuses.report,W125-25S-3-17_kraken2_bracken_genuses.report,W124-25S-2-17_kraken2_bracken_genuses.report,W123-25S-1-17_kraken2_bracken_genuses.report,Q66-25S-3-0_kraken2_bracken_genuses.report,Q65-25S-2-0_kraken2_bracken_genuses.report,Q64-25S-1-0_kraken2_bracken_genuses.report,Q63-25PVC-3-11_kraken2_bracken_genuses.report,Q62-25PVC-2-11_kraken2_bracken_genuses.report,Q61-25PVC-1-11_kraken2_bracken_genuses.report,Q60-25PET-3-11_kraken2_bracken_genuses.report,Q59-25PET-2-11_kraken2_bracken_genuses.report,Q58-25PET-1-11_kraken2_bracken_genuses.report,Q57-25PE0.6-3-11_kraken2_bracken_genuses.report,Q56-25PE0.6-2-11_kraken2_bracken_genuses.report,Q55-25PE0.6-1-11_kraken2_bracken_genuses.report,Q54-25S-3-11_kraken2_bracken_genuses.report,Q53-25S-2-11_kraken2_bracken_genuses.report,Q52-25S-1-11_kraken2_bracken_genuses.report,Q51-25PVC-3-3_kraken2_bracken_genuses.report,Q50-25PVC-2-3_kraken2_bracken_genuses.report,Q49-25PVC-1-3_kraken2_bracken_genuses.report,Q48-25PET-3-3_kraken2_bracken_genuses.report,Q47-25PET-2-3_kraken2_bracken_genuses.report,Q46-25PET-1-3_kraken2_bracken_genuses.report,Q45-25PE0.6-3-3_kraken2_bracken_genuses.report,Q44-25PE0.6-2-3_kraken2_bracken_genuses.report,Q43-25PE0.6-1-3_kraken2_bracken_genuses.report,Q42-25S-3-3_kraken2_bracken_genuses.report,Q41-25S-2-3_kraken2_bracken_genuses.report,Q40-25S-1-3_kraken2_bracken_genuses.report,Q34-25PE0.1-2-11_kraken2_bracken_genuses.report,Q33-25PE0.1-1-11_kraken2_bracken_genuses.report,Q32-25PE0.1-2-3_kraken2_bracken_genuses.report,Q31-25PE0.1-1-3_kraken2_bracken_genuses.report
G,2036021,                Agarilytica,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,2036754,              Chelatococcaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,2038244,                Agaribacterium,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,2038280,                Robbsia,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,2038635,                Hyphococcus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,2038733,                Oryzisolibacter,0.0,0.0,0.0,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.05,0.04,0.05,,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01
G,2039240,                Anaerotignum,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
O,2039638,            Candidatus Nanopelagicales,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.2,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.01
G,2039639,                Candidatus Nanopelagicus,,,,,,,0.0,,,,0.0,,0.02,0.03,0.03,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
G,2039723,                Thiomicrorhabdus,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,
G,2040262,                Allobranchiibius,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
G,2041902,                Chenggangzhangella,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
G,2045098,                    Puia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,2045213,                Candidatus Fonsibacter,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,
G,2045416,                    Oceanihabitans,,,,,0.0,,,0.0,,0.0,,0.0,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,,,,,,,,0.0,,0.0,,
G,2048137,                Agathobaculum,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,2049301,                    Changchengzhania,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0.0,,,,0.0,,,0.0,0.0,,,0.0,,,,,,,
G,2051044,                  Tuwongella,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0
G,2055850,                Aquicoccus,,0.0,,,,0.0,,,,,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0
G,2055880,                Pseudescherichia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
G,2058174,                    Antarcticibacterium,,,0.0,,,0.0,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0
G,2060094,                Aminipila,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,
G,2060722,                    Labilibaculum,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,
G,2066071,                Bacterioplanoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
F,2066434,              Geminicoccaceae,0.02,0.02,0.02,0.01,0.01,0.01,0.03,0.02,0.03,0.03,0.04,0.03,0.08,0.02,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01
F,2066474,              Endozoicomonadaceae,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
O,2066490,            Emcibacterales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
F,2066491,              Emcibacteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
G,2066914,                Piscinibacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,2078948,                Epidermidibacterium,,,,,,0.0,,0.0,,0.0,,,0.01,0.0,0.01,,0.0,,,,,,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,0.0,,,0.0,0.0
G,2082587,                Parolsenella,,,,,,0.01,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
G,2083206,                Tritonibacter,0.01,0.01,0.01,0.0,0.0,0.0,,0.01,0.0,0.0,0.01,0.0,0.01,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.0
G,2093783,                Methylomusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
C,2093818,            Candidatus Saccharimonadia,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,,,,0.0
O,2093819,              Candidatus Nanosynbacterales,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
F,2093822,                Candidatus Nanosynbacteraceae,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
G,2093823,                  Candidatus Nanosynbacter,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
O,2093825,              Candidatus Saccharimonadales,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0
G,2094023,                Glaesserella,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,
G,2094720,                  Tupanvirus,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
G,2100741,                  Oleiharenicola,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
G,2100764,                Mixta,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,,
G,2108524,                Halioxenophilus,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,0.0,,,,,,,0.0,0.0,
G,2109360,                Aestuariibius,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,0.0
G,2115980,                Candidatus Phycorickettsia,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
G,2126281,                Mycolicibacillus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,
G,2126548,                Miniphocaeibacter,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
F,2137278,              Salinarimonadaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P,2138240,        Coprothermobacterota,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
C,2138243,          Coprothermobacteria,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
O,2138246,            Coprothermobacterales,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
F,2138247,              Coprothermobacteraceae,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
G,2162630,                  Salinirubellus,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,
F,2162846,              Candidatus Nanopelagicaceae,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.2,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.01
G,2163168,                Kineothrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
O,2169561,            Ortervirales,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,2171986,                Candidatus Saccharimonadaceae,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0
F,2172021,              Ancalomicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,2173039,                    Arcticibacterium,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,,,,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,2175957,                  Ruficoccus,0.0,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,,0.0,0.0,,,0.0,,,,,0.0,,,0.0
F,2211325,              Vicinamibacteraceae,0.24,0.25,0.27,0.23,0.23,0.23,0.29,0.26,0.24,0.37,0.37,0.37,0.29,0.29,0.28,0.15,0.18,0.2,0.16,0.22,0.19,0.2,0.21,0.19,0.25,0.25,0.26,0.05,0.04,0.06,0.12,0.09,0.11,0.14,0.13,0.15,0.19,0.19,0.19,0.27,0.27,0.11,0.16
G,2211635,                Cognatishimia,0.0,0.0,0.0,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.0,,,,,,,0.0,,0.0,,0.0,,,,,0.0,,,0.0
G,2211638,                Limimaricola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,2211641,                Yoonia,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0
G,2233801,                Ahniella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,2249462,                Ferrigenium,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01
G,2250122,                  Candidatus Bipolaricaulis,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,
G,2282523,                Methylorubrum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,2283794,          Methanomada group,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
P,2283796,        Thermoplasmatota,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
P1,2290931,          Stenosarchaea group,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,2301193,              Balneatrichaceae,,,0.0,,,,,0.0,,,0.0,0.0,,,,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,,,,0.0,,0.0,0.0,,,0.0
G,2301194,                Pokkaliibacter,,,0.0,,,,,0.0,,,0.0,0.0,,,,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,,,,0.0,,0.0,0.0,,,0.0
F,2303507,                Oculatellaceae,0.0,,0.01,,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.02,0.0,0.01,0.0,0.0,,,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.01
F,2303527,                Trichocoleusaceae,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
G,2303528,                  Thermoleptolyngbya,0.0,,0.01,,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.0,0.01,0.0,0.0,,,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.01,0.01,0.01,,0.01,0.01
G,2304691,                Thermoclostridium,,,,,,,,,,0.01,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,
G,2316020,                Mediterraneibacter,,,0.0,,0.0,,,,0.0,,,,,,,0.0,,,,,,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,0.01,0.0
G,2321111,                Aliarcobacter,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.01,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,
G,2321115,                Halarcobacter,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
C,2364196,          Candidatus Thermofontia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,2364208,            Phototrophicales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,2448023,              Ilumatobacteraceae,0.02,0.02,0.03,0.04,0.05,0.04,0.04,0.05,0.04,0.06,0.06,0.06,0.1,0.1,0.09,0.01,0.01,0.01,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.02,0.02,0.02,0.03,0.02,0.03,0.03,0.03,0.04,0.05,0.05,0.04,0.03,0.03,0.03,0.04
G,2478349,                Indioceanicola,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,2483366,              Sedimentisphaerales,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,,,0.0,,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0
F,2483367,                Sedimentisphaeraceae,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,0.0,,,,,,
G,2483368,                  Sedimentisphaera,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,
G,2489367,                    Cyclonatronum,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,,
G,2490452,                Serpentinimonas,0.0,0.01,0.0,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.04,0.03,0.07,0.06,0.07,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.02
O,2493627,            Minwuiales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,2493628,              Minwuiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,2493629,                Minwuia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,2494207,            Capsulimonadales,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,0.0
F,2494208,              Capsulimonadaceae,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,0.0
G,2494209,                Capsulimonas,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,0.0
O,2495578,            Sporichthyales,,,,,,0.0,,0.0,,0.0,,,0.01,0.0,0.01,,0.0,,,,,,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,0.0,,,0.0,0.0
C,2497643,            Candidatus Babeliae,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,2497644,              Candidatus Babeliales,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,2497645,                Candidatus Babeliaceae,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,2517206,            Candidatus Brocadiia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,2518495,                    Duncaniella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,2518497,                    Paramuribaculum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,2529408,                Schaalia,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
G,2546365,                    Rippkaea,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0
G,2547964,                Parashewanella,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,0.0,,,,,,
